,year,month,temperature
78316,1932,7,23.705
78317,1932,8,24.047
78318,1932,9,25.324
78319,1932,10,25.753
78320,1932,11,25.964
78321,1932,12,25.616
78322,1933,1,25.46
78323,1933,2,25.442
78324,1933,3,25.289
78325,1933,4,24.442
78326,1933,5,23.988000000000003
78327,1933,6,22.733
78328,1933,7,22.691
78329,1933,8,24.248
78330,1933,9,25.468000000000004
78331,1933,10,25.33
78332,1933,11,25.057
78333,1933,12,25.202
78334,1934,1,24.945
78335,1934,2,24.884
78336,1934,3,25.119
78337,1934,4,24.59800000000001
78338,1934,5,23.896
78339,1934,6,23.64
78340,1934,7,23.088
78341,1934,8,24.382
78342,1934,9,25.158
78343,1934,10,24.94100000000001
78344,1934,11,25.678
78345,1934,12,25.454
78346,1935,1,25.514000000000006
78347,1935,2,25.345
78348,1935,3,25.6
78349,1935,4,24.29
78350,1935,5,23.544
78351,1935,6,23.809
78352,1935,7,23.616
78353,1935,8,24.162
78354,1935,9,25.062
78355,1935,10,25.822000000000006
78356,1935,11,25.644
78357,1935,12,25.829
78358,1936,1,25.31600000000001
78359,1936,2,25.357000000000006
78360,1936,3,25.609
78361,1936,4,24.965
78362,1936,5,24.986
78363,1936,6,23.948
78364,1936,7,23.407
78365,1936,8,24.023000000000003
78366,1936,9,25.558000000000003
78367,1936,10,26.06900000000001
78368,1936,11,25.901
78369,1936,12,25.594
78370,1937,1,25.581000000000003
78371,1937,2,25.801
78372,1937,3,25.627
78373,1937,4,24.522
78374,1937,5,23.729
78375,1937,6,23.857000000000006
78376,1937,7,23.669
78377,1937,8,25.164
78378,1937,9,25.552
78379,1937,10,25.405
78380,1937,11,26.158
78381,1937,12,25.538
78382,1938,1,25.608
78383,1938,2,25.89
78384,1938,3,25.372
78385,1938,4,24.493
78386,1938,5,24.209
78387,1938,6,23.59800000000001
78388,1938,7,23.562
78389,1938,8,24.186
78390,1938,9,25.479
78391,1938,10,25.193
78392,1938,11,25.604
78393,1938,12,25.295
78394,1939,1,25.527
78395,1939,2,25.168000000000006
78396,1939,3,25.497
78397,1939,4,24.742
78398,1939,5,24.838
78399,1939,6,24.041
78400,1939,7,22.923
78401,1939,8,24.297
78402,1939,9,25.023000000000003
78403,1939,10,25.581
78404,1939,11,25.852
78405,1939,12,25.67
78406,1940,1,25.425
78407,1940,2,25.786
78408,1940,3,25.588
78409,1940,4,25.062
78410,1940,5,24.795
78411,1940,6,23.886000000000006
78412,1940,7,24.227
78413,1940,8,24.382
78414,1940,9,25.2
78415,1940,10,25.532
78416,1940,11,25.382
78417,1940,12,26.103
78418,1941,1,25.921000000000006
78419,1941,2,26.017000000000003
78420,1941,3,25.679
78421,1941,4,25.806
78422,1941,5,24.667
78423,1941,6,23.379
78424,1941,7,23.862
78425,1941,8,25.12
78426,1941,9,24.434
78427,1941,10,25.757
78428,1941,11,25.872
78429,1941,12,25.841
78430,1942,1,26.19400000000001
78431,1942,2,25.729000000000006
78432,1942,3,25.815
78433,1942,4,25.094
78434,1942,5,24.163
78435,1942,6,22.91
78436,1942,7,22.262
78437,1942,8,24.49
78438,1942,9,25.57
78439,1942,10,25.281
78440,1942,11,25.823
78441,1942,12,25.218000000000004
78442,1943,1,25.308000000000003
78443,1943,2,25.391
78444,1943,3,25.029
78445,1943,4,24.111
78446,1943,5,24.209
78447,1943,6,23.58
78448,1943,7,23.25
78449,1943,8,23.209
78450,1943,9,24.67
78451,1943,10,25.528
78452,1943,11,25.405
78453,1943,12,25.011
78454,1944,1,25.375
78455,1944,2,25.415000000000006
78456,1944,3,25.453000000000003
78457,1944,4,24.282
78458,1944,5,23.978
78459,1944,6,23.736
78460,1944,7,23.216
78461,1944,8,24.837
78462,1944,9,25.512
78463,1944,10,25.986
78464,1944,11,25.517
78465,1944,12,25.548
78466,1945,1,25.506
78467,1945,2,25.19400000000001
78468,1945,3,25.535
78469,1945,4,24.788
78470,1945,5,23.147
78471,1945,6,22.683000000000003
78472,1945,7,23.314
78473,1945,8,25.255
78474,1945,9,25.336
78475,1945,10,25.265
78476,1945,11,25.535
78477,1945,12,25.135
78478,1946,1,25.175
78479,1946,2,25.76
78480,1946,3,25.447
78481,1946,4,24.721
78482,1946,5,24.498
78483,1946,6,23.676
78484,1946,7,23.293000000000003
78485,1946,8,24.585
78486,1946,9,25.635
78487,1946,10,25.661
78488,1946,11,25.854
78489,1946,12,25.379
78490,1947,1,25.637
78491,1947,2,25.698
78492,1947,3,25.214
78493,1947,4,24.851
78494,1947,5,24.146
78495,1947,6,23.942
78496,1947,7,22.818
78497,1947,8,24.027
78498,1947,9,25.129
78499,1947,10,24.939
78500,1947,11,25.009
78501,1947,12,24.939
78502,1948,1,25.489
78503,1948,2,25.56600000000001
78504,1948,3,25.041
78505,1948,4,24.696
78506,1948,5,24.161
78507,1948,6,23.826
78508,1948,7,23.95
78509,1948,8,24.091
78510,1948,9,25.373
78511,1948,10,25.303
78512,1948,11,25.483
78513,1948,12,25.262
78514,1949,1,25.144
78515,1949,2,25.051
78516,1949,3,25.757
78517,1949,4,24.137
78518,1949,5,23.691
78519,1949,6,23.855
78520,1949,7,23.026
78521,1949,8,23.899
78522,1949,9,25.091
78523,1949,10,24.907
78524,1949,11,25.461
78525,1949,12,25.383000000000003
78526,1950,1,25.171000000000006
78527,1950,2,25.323
78528,1950,3,24.811
78529,1950,4,24.494
78530,1950,5,24.178
78531,1950,6,23.481
78532,1950,7,23.224
78533,1950,8,24.282
78534,1950,9,25.067
78535,1950,10,24.983
78536,1950,11,25.475
78537,1950,12,25.179
78538,1951,1,25.118
78539,1951,2,25.434
78540,1951,3,25.65
78541,1951,4,23.959
78542,1951,5,24.054
78543,1951,6,23.268
78544,1951,7,23.203000000000003
78545,1951,8,24.205
78546,1951,9,25.57
78547,1951,10,25.76
78548,1951,11,25.844
78549,1951,12,25.503
78550,1952,1,25.801
78551,1952,2,25.874
78552,1952,3,25.569000000000003
78553,1952,4,24.268
78554,1952,5,24.039
78555,1952,6,22.854000000000006
78556,1952,7,23.483
78557,1952,8,24.706
78558,1952,9,25.102
78559,1952,10,25.507
78560,1952,11,25.586
78561,1952,12,25.431
78562,1953,1,25.604000000000006
78563,1953,2,25.672
78564,1953,3,25.508000000000003
78565,1953,4,24.585
78566,1953,5,24.529
78567,1953,6,23.604000000000006
78568,1953,7,22.596
78569,1953,8,25.07
78570,1953,9,25.835
78571,1953,10,25.498
78572,1953,11,25.849
78573,1953,12,25.597
78574,1954,1,25.56900000000001
78575,1954,2,25.645000000000003
78576,1954,3,25.32
78577,1954,4,24.936
78578,1954,5,24.077
78579,1954,6,23.804
78580,1954,7,23.173
78581,1954,8,24.412
78582,1954,9,25.801
78583,1954,10,25.615
78584,1954,11,25.807
78585,1954,12,25.445
78586,1955,1,25.286
78587,1955,2,25.456000000000003
78588,1955,3,25.336
78589,1955,4,24.621
78590,1955,5,23.931
78591,1955,6,23.73
78592,1955,7,22.532
78593,1955,8,24.442
78594,1955,9,25.693
78595,1955,10,25.459
78596,1955,11,25.53
78597,1955,12,25.17
78598,1956,1,25.34800000000001
78599,1956,2,25.15
78600,1956,3,25.351
78601,1956,4,24.308000000000003
78602,1956,5,23.501
78603,1956,6,22.659
78604,1956,7,23.293000000000003
78605,1956,8,23.485
78606,1956,9,25.352
78607,1956,10,25.154
78608,1956,11,25.052
78609,1956,12,25.103
78610,1957,1,24.859
78611,1957,2,25.332
78612,1957,3,25.157
78613,1957,4,24.269
78614,1957,5,24.406
78615,1957,6,23.684
78616,1957,7,22.859
78617,1957,8,24.572
78618,1957,9,25.061
78619,1957,10,25.719
78620,1957,11,25.75
78621,1957,12,25.955
78622,1958,1,26.089
78623,1958,2,26.246
78624,1958,3,25.786
78625,1958,4,24.865
78626,1958,5,24.348000000000003
78627,1958,6,24.242
78628,1958,7,24.367
78629,1958,8,24.13
78630,1958,9,25.662
78631,1958,10,25.616
78632,1958,11,25.92
78633,1958,12,25.946
78634,1959,1,25.72300000000001
78635,1959,2,25.747
78636,1959,3,25.357
78637,1959,4,25.415
78638,1959,5,24.469
78639,1959,6,23.633000000000006
78640,1959,7,24.044
78641,1959,8,24.625
78642,1959,9,25.627
78643,1959,10,25.801
78644,1959,11,25.548
78645,1959,12,25.898000000000003
78646,1960,1,25.515
78647,1960,2,25.44
78648,1960,3,25.284
78649,1960,4,24.488000000000003
78650,1960,5,23.393
78651,1960,6,23.38000000000001
78652,1960,7,23.386
78653,1960,8,24.153
78654,1960,9,25.369
78655,1960,10,25.69400000000001
78656,1960,11,25.528
78657,1960,12,25.402
78658,1961,1,25.548
78659,1961,2,25.294
78660,1961,3,25.55
78661,1961,4,25.147
78662,1961,5,24.479
78663,1961,6,23.34
78664,1961,7,23.387
78665,1961,8,25.153
78666,1961,9,26.283
78667,1961,10,25.933000000000003
78668,1961,11,26.21
78669,1961,12,25.433000000000003
78670,1962,1,25.529
78671,1962,2,25.689
78672,1962,3,25.497
78673,1962,4,24.667
78674,1962,5,23.94
78675,1962,6,23.011000000000006
78676,1962,7,22.679
78677,1962,8,24.481
78678,1962,9,25.772
78679,1962,10,25.2
78680,1962,11,25.981
78681,1962,12,25.662
78682,1963,1,25.655
78683,1963,2,25.308000000000003
78684,1963,3,25.617
78685,1963,4,24.917
78686,1963,5,23.908
78687,1963,6,23.136000000000006
78688,1963,7,23.474
78689,1963,8,24.852
78690,1963,9,26.152
78691,1963,10,26.89
78692,1963,11,26.413
78693,1963,12,25.737
78694,1964,1,25.686
78695,1964,2,25.698
78696,1964,3,25.403
78697,1964,4,25.065
78698,1964,5,23.937
78699,1964,6,22.97600000000001
78700,1964,7,22.883000000000003
78701,1964,8,24.738000000000003
78702,1964,9,25.26
78703,1964,10,24.935
78704,1964,11,25.153
78705,1964,12,25.075
78706,1965,1,25.225
78707,1965,2,25.512
78708,1965,3,24.703000000000003
78709,1965,4,24.576
78710,1965,5,24.294
78711,1965,6,23.894
78712,1965,7,23.425
78713,1965,8,24.755
78714,1965,9,25.862
78715,1965,10,25.747
78716,1965,11,25.891
78717,1965,12,25.922
78718,1966,1,25.968000000000004
78719,1966,2,25.689
78720,1966,3,25.632
78721,1966,4,24.939
78722,1966,5,24.406
78723,1966,6,23.868
78724,1966,7,23.581
78725,1966,8,24.219
78726,1966,9,25.024
78727,1966,10,25.94400000000001
78728,1966,11,25.822
78729,1966,12,25.945
78730,1967,1,25.594
78731,1967,2,25.341
78732,1967,3,25.19
78733,1967,4,24.699
78734,1967,5,24.638
78735,1967,6,23.32
78736,1967,7,23.5
78737,1967,8,24.984
78738,1967,9,25.93
78739,1967,10,25.894
78740,1967,11,25.551
78741,1967,12,25.523000000000003
78742,1968,1,25.448
78743,1968,2,25.083
78744,1968,3,25.054
78745,1968,4,24.078000000000003
78746,1968,5,22.964
78747,1968,6,23.16
78748,1968,7,23.377
78749,1968,8,24.3
78750,1968,9,24.886
78751,1968,10,25.667
78752,1968,11,26.072
78753,1968,12,25.486
78754,1969,1,25.72300000000001
78755,1969,2,26.043000000000006
78756,1969,3,25.765
78757,1969,4,25.164
78758,1969,5,24.795
78759,1969,6,23.96
78760,1969,7,23.618
78761,1969,8,24.675
78762,1969,9,26.037
78763,1969,10,25.72300000000001
78764,1969,11,26.354
78765,1969,12,25.536
78766,1970,1,25.696
78767,1970,2,25.733
78768,1970,3,25.602
78769,1970,4,25.193
78770,1970,5,24.811
78771,1970,6,24.056
78772,1970,7,23.499
78773,1970,8,24.572
78774,1970,9,25.444000000000003
78775,1970,10,25.828000000000003
78776,1970,11,25.729
78777,1970,12,26.13
78778,1971,1,25.641
78779,1971,2,25.116000000000003
78780,1971,3,25.237
78781,1971,4,24.31900000000001
78782,1971,5,23.673
78783,1971,6,23.102
78784,1971,7,23.376
78785,1971,8,24.314
78786,1971,9,25.156
78787,1971,10,24.708
78788,1971,11,25.137
78789,1971,12,25.523000000000003
78790,1972,1,25.14
78791,1972,2,25.146
78792,1972,3,25.417
78793,1972,4,24.311
78794,1972,5,24.64
78795,1972,6,24.467
78796,1972,7,23.909
78797,1972,8,24.61
78798,1972,9,25.577
78799,1972,10,25.859
78800,1972,11,26.175
78801,1972,12,25.917
78802,1973,1,26.277
78803,1973,2,26.157
78804,1973,3,25.962
78805,1973,4,25.617
78806,1973,5,24.327
78807,1973,6,24.462
78808,1973,7,23.57
78809,1973,8,24.465
78810,1973,9,25.127
78811,1973,10,25.308000000000003
78812,1973,11,25.512
78813,1973,12,25.251
78814,1974,1,25.116000000000003
78815,1974,2,25.266
78816,1974,3,24.726
78817,1974,4,24.405
78818,1974,5,24.063
78819,1974,6,23.289
78820,1974,7,23.176
78821,1974,8,24.394
78822,1974,9,25.135
78823,1974,10,25.077
78824,1974,11,25.524
78825,1974,12,24.807
78826,1975,1,25.113000000000003
78827,1975,2,25.241000000000003
78828,1975,3,25.334
78829,1975,4,24.483
78830,1975,5,23.796
78831,1975,6,23.535
78832,1975,7,22.693
78833,1975,8,24.549
78834,1975,9,25.382
78835,1975,10,25.391
78836,1975,11,25.337
78837,1975,12,25.267
78838,1976,1,25.322000000000006
78839,1976,2,24.857000000000006
78840,1976,3,24.867
78841,1976,4,24.489
78842,1976,5,24.152
78843,1976,6,23.308000000000003
78844,1976,7,23.582
78845,1976,8,24.773000000000003
78846,1976,9,24.981
78847,1976,10,25.276
78848,1976,11,25.403
78849,1976,12,25.618
78850,1977,1,25.449
78851,1977,2,25.393
78852,1977,3,25.807
78853,1977,4,24.839
78854,1977,5,23.97
78855,1977,6,23.792
78856,1977,7,24.552
78857,1977,8,24.984
78858,1977,9,25.577
78859,1977,10,25.715
78860,1977,11,25.926
78861,1977,12,25.584
78862,1978,1,25.571
78863,1978,2,25.884
78864,1978,3,25.488000000000003
78865,1978,4,24.75500000000001
78866,1978,5,24.054
78867,1978,6,23.426
78868,1978,7,24.145
78869,1978,8,23.85
78870,1978,9,25.245
78871,1978,10,25.739
78872,1978,11,25.792
78873,1978,12,25.181
78874,1979,1,25.202
78875,1979,2,25.397
78876,1979,3,25.374
78877,1979,4,24.732
78878,1979,5,24.332
78879,1979,6,23.081
78880,1979,7,23.66
78881,1979,8,25.052
78882,1979,9,25.034
78883,1979,10,25.984
78884,1979,11,25.701
78885,1979,12,25.783
78886,1980,1,25.487
78887,1980,2,25.457
78888,1980,3,25.759
78889,1980,4,25.189
78890,1980,5,24.871
78891,1980,6,23.861
78892,1980,7,23.876
78893,1980,8,24.979
78894,1980,9,25.163
78895,1980,10,25.96
78896,1980,11,25.502
78897,1980,12,25.672
78898,1981,1,25.435
78899,1981,2,25.606
78900,1981,3,25.663
78901,1981,4,25.177
78902,1981,5,24.796
78903,1981,6,23.384
78904,1981,7,22.819000000000003
78905,1981,8,24.738000000000003
78906,1981,9,25.219
78907,1981,10,25.318
78908,1981,11,25.908
78909,1981,12,25.738000000000003
78910,1982,1,25.379
78911,1982,2,25.603
78912,1982,3,25.568
78913,1982,4,24.782
78914,1982,5,24.329
78915,1982,6,24.296
78916,1982,7,24.366
78917,1982,8,24.939
78918,1982,9,25.491
78919,1982,10,25.825
78920,1982,11,26.344
78921,1982,12,25.842
78922,1983,1,26.293000000000006
78923,1983,2,26.290000000000006
78924,1983,3,25.842
78925,1983,4,25.708
78926,1983,5,25.518
78927,1983,6,23.758000000000006
78928,1983,7,24.257
78929,1983,8,24.548
78930,1983,9,25.381
78931,1983,10,25.366
78932,1983,11,25.73
78933,1983,12,25.518
78934,1984,1,25.678
78935,1984,2,25.909
78936,1984,3,25.722
78937,1984,4,24.579
78938,1984,5,24.88
78939,1984,6,23.814
78940,1984,7,24.025
78941,1984,8,24.143
78942,1984,9,24.946
78943,1984,10,26.008000000000006
78944,1984,11,25.958
78945,1984,12,25.657
78946,1985,1,25.249
78947,1985,2,25.612
78948,1985,3,25.674
78949,1985,4,25.03
78950,1985,5,24.543000000000003
78951,1985,6,23.036
78952,1985,7,23.341
78953,1985,8,24.444000000000003
78954,1985,9,25.465
78955,1985,10,25.69100000000001
78956,1985,11,25.93
78957,1985,12,25.573
78958,1986,1,25.554
78959,1986,2,25.584000000000003
78960,1986,3,25.352
78961,1986,4,25.44100000000001
78962,1986,5,24.939
78963,1986,6,23.790000000000006
78964,1986,7,23.516
78965,1986,8,25.004
78966,1986,9,25.155
78967,1986,10,25.378
78968,1986,11,26.051
78969,1986,12,25.808000000000003
78970,1987,1,25.887
78971,1987,2,25.959000000000003
78972,1987,3,25.619
78973,1987,4,25.645
78974,1987,5,24.639
78975,1987,6,23.918000000000006
78976,1987,7,24.989
78977,1987,8,24.83
78978,1987,9,25.927
78979,1987,10,26.579
78980,1987,11,26.482
78981,1987,12,26.287
78982,1988,1,26.204
78983,1988,2,25.947000000000006
78984,1988,3,26.077
78985,1988,4,25.265
78986,1988,5,24.462
78987,1988,6,23.321
78988,1988,7,22.924
78989,1988,8,24.803
78990,1988,9,26.07
78991,1988,10,25.843000000000004
78992,1988,11,25.751
78993,1988,12,25.461
78994,1989,1,25.268
78995,1989,2,25.399
78996,1989,3,25.341
78997,1989,4,25.068
78998,1989,5,23.86
78999,1989,6,23.817
79000,1989,7,23.064
79001,1989,8,24.666
79002,1989,9,25.367
79003,1989,10,25.434
79004,1989,11,25.923
79005,1989,12,25.25
79006,1990,1,25.806
79007,1990,2,25.541
79008,1990,3,26.03
79009,1990,4,25.693
79010,1990,5,24.453000000000003
79011,1990,6,23.863000000000003
79012,1990,7,23.216
79013,1990,8,24.669
79014,1990,9,25.125
79015,1990,10,26.392
79016,1990,11,26.534
79017,1990,12,25.977
79018,1991,1,25.638
79019,1991,2,26.004
79020,1991,3,25.706
79021,1991,4,25.233
79022,1991,5,24.816
79023,1991,6,24.13000000000001
79024,1991,7,23.583
79025,1991,8,24.502
79026,1991,9,25.678
79027,1991,10,25.827
79028,1991,11,26.103
79029,1991,12,26.286
79030,1992,1,26.015
79031,1992,2,25.680000000000003
79032,1992,3,25.741
79033,1992,4,25.532
79034,1992,5,25.411
79035,1992,6,24.727
79036,1992,7,23.313
79037,1992,8,24.552
79038,1992,9,25.03
79039,1992,10,25.815
79040,1992,11,25.604
79041,1992,12,25.596
79042,1993,1,25.879
79043,1993,2,25.357000000000006
79044,1993,3,25.973000000000003
79045,1993,4,25.454
79046,1993,5,24.721
79047,1993,6,23.994
79048,1993,7,23.908
79049,1993,8,24.625
79050,1993,9,25.798
79051,1993,10,26.269
79052,1993,11,26.287
79053,1993,12,25.994
79054,1994,1,25.579
79055,1994,2,25.825000000000006
79056,1994,3,25.556
79057,1994,4,25.304
79058,1994,5,25.206
79059,1994,6,23.906
79060,1994,7,23.806
79061,1994,8,24.819000000000003
79062,1994,9,26.187
79063,1994,10,26.493
79064,1994,11,26.479
79065,1994,12,26.296
79066,1995,1,26.131
79067,1995,2,25.8
79068,1995,3,26.071
79069,1995,4,25.077
79070,1995,5,24.535
79071,1995,6,24.184
79072,1995,7,24.763
79073,1995,8,25.567
79074,1995,9,26.359
79075,1995,10,26.25
79076,1995,11,25.929
79077,1995,12,25.987
79078,1996,1,25.814
79079,1996,2,26.125
79080,1996,3,25.723000000000003
79081,1996,4,25.326
79082,1996,5,24.732
79083,1996,6,23.393
79084,1996,7,23.736
79085,1996,8,25.201
79086,1996,9,25.765
79087,1996,10,26.083
79088,1996,11,25.857
79089,1996,12,26.299
79090,1997,1,25.63000000000001
79091,1997,2,25.746
79092,1997,3,25.262
79093,1997,4,24.938
79094,1997,5,24.398000000000003
79095,1997,6,24.205
79096,1997,7,24.342
79097,1997,8,24.972
79098,1997,9,26.779
79099,1997,10,26.881
79100,1997,11,26.921
79101,1997,12,26.639
79102,1998,1,26.700000000000006
79103,1998,2,26.904000000000003
79104,1998,3,26.67
79105,1998,4,26.504
79106,1998,5,25.12
79107,1998,6,24.245
79108,1998,7,24.831
79109,1998,8,25.841
79110,1998,9,26.188
79111,1998,10,26.413
79112,1998,11,25.954
79113,1998,12,26.135
79114,1999,1,25.923
79115,1999,2,25.991000000000003
79116,1999,3,25.795
79117,1999,4,25.094
79118,1999,5,24.154
79119,1999,6,24.034
79120,1999,7,24.096
79121,1999,8,24.743
79122,1999,9,26.109
79123,1999,10,25.922
79124,1999,11,25.723000000000003
79125,1999,12,25.855
79126,2000,1,25.653
79127,2000,2,25.463
79128,2000,3,25.446
79129,2000,4,25.102
79130,2000,5,24.614
79131,2000,6,24.268
79132,2000,7,23.17
79133,2000,8,25.11
79134,2000,9,25.381
79135,2000,10,26.393
79136,2000,11,25.916
79137,2000,12,25.842
79138,2001,1,25.55
79139,2001,2,25.881
79140,2001,3,25.882
79141,2001,4,25.82
79142,2001,5,24.84
79143,2001,6,23.497
79144,2001,7,24.344
79145,2001,8,25.441
79146,2001,9,26.014
79147,2001,10,26.253
79148,2001,11,26.507
79149,2001,12,26.024
79150,2002,1,25.837000000000003
79151,2002,2,25.868
79152,2002,3,26.311
79153,2002,4,25.881
79154,2002,5,25.363000000000003
79155,2002,6,24.242
79156,2002,7,24.514
79157,2002,8,25.774
79158,2002,9,25.908
79159,2002,10,26.956
79160,2002,11,26.583
79161,2002,12,26.367
79162,2003,1,26.392000000000003
79163,2003,2,26.13000000000001
79164,2003,3,25.931
79165,2003,4,25.594
79166,2003,5,24.814
79167,2003,6,24.706
79168,2003,7,24.305
79169,2003,8,24.744
79170,2003,9,25.812
79171,2003,10,26.206
79172,2003,11,26.278
79173,2003,12,26.54
79174,2004,1,25.957
79175,2004,2,25.584000000000003
79176,2004,3,25.896
79177,2004,4,25.81600000000001
79178,2004,5,24.316
79179,2004,6,24.02
79180,2004,7,23.899
79181,2004,8,25.054
79182,2004,9,26.314
79183,2004,10,26.243
79184,2004,11,26.486
79185,2004,12,26.373
79186,2005,1,26.486
79187,2005,2,26.28
79188,2005,3,26.19
79189,2005,4,25.832
79190,2005,5,25.259
79191,2005,6,24.962
79192,2005,7,24.159
79193,2005,8,25.713
79194,2005,9,25.746
79195,2005,10,26.794
79196,2005,11,26.535
79197,2005,12,25.716
79198,2006,1,26.185
79199,2006,2,26.06
79200,2006,3,26.034
79201,2006,4,25.19
79202,2006,5,23.965
79203,2006,6,24.064
79204,2006,7,24.494
79205,2006,8,25.472
79206,2006,9,25.995
79207,2006,10,26.301
79208,2006,11,26.152
79209,2006,12,26.292
79210,2007,1,26.409
79211,2007,2,26.026000000000003
79212,2007,3,26.112
79213,2007,4,25.75
79214,2007,5,24.519
79215,2007,6,24.378
79216,2007,7,24.199
79217,2007,8,24.907
79218,2007,9,26.539
79219,2007,10,26.689
79220,2007,11,26.475
79221,2007,12,26.013
79222,2008,1,25.561
79223,2008,2,25.565
79224,2008,3,25.422
79225,2008,4,25.161
79226,2008,5,24.206
79227,2008,6,23.674
79228,2008,7,24.529
79229,2008,8,25.781
79230,2008,9,26.047
79231,2008,10,26.678
79232,2008,11,26.508000000000003
79233,2008,12,25.792
79234,2009,1,25.858
79235,2009,2,25.796000000000006
79236,2009,3,26.03
79237,2009,4,25.26
79238,2009,5,24.672
79239,2009,6,23.626
79240,2009,7,24.375
79241,2009,8,25.474
79242,2009,9,26.54
79243,2009,10,26.427
79244,2009,11,27.151
79245,2009,12,25.998
79246,2010,1,26.206000000000003
79247,2010,2,26.802
79248,2010,3,26.728
79249,2010,4,25.654
79250,2010,5,25.015
79251,2010,6,24.59
79252,2010,7,24.27
79253,2010,8,25.101
79254,2010,9,26.642
79255,2010,10,26.483
79256,2010,11,26.22
79257,2010,12,26.038
79258,2011,1,25.637
79259,2011,2,25.659
79260,2011,3,25.497
79261,2011,4,25.313
79262,2011,5,24.551
79263,2011,6,24.235
79264,2011,7,24.4
79265,2011,8,25.565
79266,2011,9,26.373
79267,2011,10,26.024
79268,2011,11,25.887
79269,2011,12,26.006
79270,2012,1,25.399
79271,2012,2,25.653
79272,2012,3,25.783
79273,2012,4,25.675
79274,2012,5,24.891
79275,2012,6,24.578000000000007
79276,2012,7,24.171
79277,2012,8,25.349
79278,2012,9,26.728
79279,2012,10,27.12
79280,2012,11,26.683000000000003
79281,2012,12,26.575
79282,2013,1,26.239
79283,2013,2,26.217
79284,2013,3,26.233
79285,2013,4,25.464
79286,2013,5,24.906
79287,2013,6,24.788
79288,2013,7,24.202
79289,2013,8,24.736
